1.692487339298243999e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339308305979e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339319318056e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339329349995e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339339303970e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339350295067e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339360327005e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339371340990e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339381329060e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339392328024e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.244999999999999683e-03,4.824249999999999927e-01,5.159230000000000205e-01
1.692487339403301001e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339414326906e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339424329996e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339435329914e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339446337938e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339457304955e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339468343019e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339479298115e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339490293980e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339500336885e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-6.067999999999999609e-03,4.823370000000000157e-01,5.160120000000000262e-01
1.692487339511250019e+09,2.951840000000000019e-01,1.548335999999999935e+00,4.283170000000000033e-01,6.209100000000000036e-02,-5.895000000000000066e-03,4.822509999999999852e-01,5.160979999999999457e-01
